prompt,location,listing_type,style,beds,full_baths,sqft,year_built,list_price,stories,parking_garage,listing_type_NL,style_NL
"I'm looking to buy a townhome in Los Angeles, CA with 4 bedrooms and 1 bathrooms, with at least 1152 square feet, built after 2009, priced around 600000, with 1 stories","Los Angeles, CA",for_sale,TOWNHOMES,4.0,1.0,1152.0,2009.0,600000.0,1.0,,buy,townhome
"I'm looking to rent a single family in New York, NY with 3 bedrooms and 1 bathrooms, with at least 887 square feet, built after 1960, priced around 350000, with 1 stories","New York, NY",for_rent,SINGLE_FAMILY,3.0,1.0,887.0,1960.0,350000.0,1.0,,rent,single family
"I'm looking to buy a apartment in New York, NY with 5 bedrooms and 2 bathrooms, with at least 1389 square feet, built after 2005, priced around 400000, with 1 stories, with parking for at least 1 cars","New York, NY",for_sale,APARTMENT,5.0,2.0,1389.0,2005.0,400000.0,1.0,1.0,buy,apartment
"I'm looking to buy in New York, NY with 2 bedrooms and 1 bathrooms, with at least 802 square feet, built after 1972, priced around 500000, with 2 stories, with parking for at least 1 cars","New York, NY",for_sale,OTHER,2.0,1.0,802.0,1972.0,500000.0,2.0,1.0,buy,other
"I'm looking to buy in Los Angeles, CA with 4 bedrooms and 2 bathrooms, with at least 1358 square feet, priced around 850000, with 2 stories","Los Angeles, CA",for_sale,OTHER,4.0,2.0,1358.0,,850000.0,2.0,,buy,other
"I'm looking to buy a apartment in New York, NY with 5 bedrooms, with at least 2808 square feet, built after 2002, priced around 750000, with 2 stories, with parking for at least 3 cars","New York, NY",for_sale,APARTMENT,5.0,,2808.0,2002.0,750000.0,2.0,3.0,buy,apartment
"I'm looking to rent a townhome in New York, NY with 5 bedrooms and 2 bathrooms, with at least 861 square feet, priced around 100000","New York, NY",for_rent,TOWNHOMES,5.0,2.0,861.0,,100000.0,,,rent,townhome
"I'm looking to rent a townhome in Phoenix, AZ with 3 bedrooms and 3 bathrooms, with at least 2611 square feet, built after 2000, priced around 750000, with 3 stories","Phoenix, AZ",for_rent,TOWNHOMES,3.0,3.0,2611.0,2000.0,750000.0,3.0,,rent,townhome
"I'm looking to buy a townhome in Los Angeles, CA and 2 bathrooms, with at least 2967 square feet, built after 1995, priced around 450000, with 3 stories, with parking for at least 2 cars","Los Angeles, CA",for_sale,TOWNHOMES,,2.0,2967.0,1995.0,450000.0,3.0,2.0,buy,townhome
"I'm looking to buy a condo in Los Angeles, CA with 3 bedrooms and 1 bathrooms, with at least 2387 square feet, built after 1952, priced around 450000, with 1 stories, with parking for at least 0 cars","Los Angeles, CA",for_sale,CONDOS,3.0,1.0,2387.0,1952.0,450000.0,1.0,0.0,buy,condo
"I'm looking to buy a condo in New York, NY with 1 bedrooms and 2 bathrooms, with at least 2274 square feet, built after 1972, priced around 450000, with 2 stories, with parking for at least 1 cars","New York, NY",for_sale,CONDOS,1.0,2.0,2274.0,1972.0,450000.0,2.0,1.0,buy,condo
"I'm looking to buy a single family in San Antonio, TX with 1 bedrooms and 3 bathrooms, with at least 949 square feet, built after 2008, priced around 600000, with 1 stories","San Antonio, TX",for_sale,SINGLE_FAMILY,1.0,3.0,949.0,2008.0,600000.0,1.0,,buy,single family
"I'm looking to buy a single family in San Diego, CA with 3 bedrooms and 3 bathrooms, with at least 2941 square feet, built after 1976, priced around 650000, with parking for at least 2 cars","San Diego, CA",for_sale,SINGLE_FAMILY,3.0,3.0,2941.0,1976.0,650000.0,,2.0,buy,single family
"I'm looking to rent a townhome in Phoenix, AZ and 2 bathrooms, with at least 1347 square feet, built after 1954, priced around 500000, with 2 stories, with parking for at least 0 cars","Phoenix, AZ",for_rent,TOWNHOMES,,2.0,1347.0,1954.0,500000.0,2.0,0.0,rent,townhome
"I'm looking to buy a single family in Phoenix, AZ with 1 bedrooms and 3 bathrooms, with at least 2845 square feet, built after 2010, priced around 500000, with 2 stories","Phoenix, AZ",for_sale,SINGLE_FAMILY,1.0,3.0,2845.0,2010.0,500000.0,2.0,,buy,single family
"I'm looking to buy a townhome in Phoenix, AZ with 1 bedrooms and 2 bathrooms, with at least 896 square feet, built after 2020, priced around 800000, with 3 stories, with parking for at least 0 cars","Phoenix, AZ",for_sale,TOWNHOMES,1.0,2.0,896.0,2020.0,800000.0,3.0,0.0,buy,townhome
"I'm looking to buy a townhome in Phoenix, AZ with 2 bedrooms, with at least 1148 square feet, built after 1991, priced around 500000, with 3 stories, with parking for at least 1 cars","Phoenix, AZ",for_sale,TOWNHOMES,2.0,,1148.0,1991.0,500000.0,3.0,1.0,buy,townhome
"I'm looking to buy a condo in Los Angeles, CA with 5 bedrooms and 3 bathrooms, with at least 2922 square feet, priced around 500000, with 2 stories, with parking for at least 2 cars","Los Angeles, CA",for_sale,CONDOS,5.0,3.0,2922.0,,500000.0,2.0,2.0,buy,condo
"I'm looking to buy in San Antonio, TX with 5 bedrooms and 2 bathrooms, with at least 1729 square feet, priced around 800000","San Antonio, TX",for_sale,OTHER,5.0,2.0,1729.0,,800000.0,,,buy,other
"I'm looking to rent a single family in San Antonio, TX with 4 bedrooms and 3 bathrooms, with at least 2944 square feet, with 3 stories, with parking for at least 3 cars","San Antonio, TX",for_rent,SINGLE_FAMILY,4.0,3.0,2944.0,,,3.0,3.0,rent,single family
"I'm looking to buy a single family in Phoenix, AZ and 1 bathrooms, with at least 2517 square feet, built after 1965, priced around 500000, with 1 stories, with parking for at least 0 cars","Phoenix, AZ",for_sale,SINGLE_FAMILY,,1.0,2517.0,1965.0,500000.0,1.0,0.0,buy,single family
"I'm looking to rent a condo in San Diego, CA with 4 bedrooms and 2 bathrooms, with at least 2992 square feet, built after 2012, priced around 550000, with 2 stories","San Diego, CA",for_rent,CONDOS,4.0,2.0,2992.0,2012.0,550000.0,2.0,,rent,condo
"I'm looking to rent a townhome in Los Angeles, CA with 4 bedrooms and 1 bathrooms, with at least 1311 square feet, built after 1973, priced around 150000, with 1 stories","Los Angeles, CA",for_rent,TOWNHOMES,4.0,1.0,1311.0,1973.0,150000.0,1.0,,rent,townhome
"I'm looking to rent a apartment in Phoenix, AZ with 3 bedrooms and 3 bathrooms, with at least 2158 square feet, built after 1991, priced around 550000, with 1 stories","Phoenix, AZ",for_rent,APARTMENT,3.0,3.0,2158.0,1991.0,550000.0,1.0,,rent,apartment
"I'm looking to rent a townhome in San Diego, CA and 1 bathrooms, with at least 2759 square feet, built after 2008, priced around 900000, with 2 stories","San Diego, CA",for_rent,TOWNHOMES,,1.0,2759.0,2008.0,900000.0,2.0,,rent,townhome
"I'm looking to buy a townhome in San Diego, CA with 4 bedrooms and 1 bathrooms, with at least 2437 square feet, priced around 800000, with 1 stories, with parking for at least 3 cars","San Diego, CA",for_sale,TOWNHOMES,4.0,1.0,2437.0,,800000.0,1.0,3.0,buy,townhome
"I'm looking to buy a single family in Phoenix, AZ with 3 bedrooms and 2 bathrooms, with at least 836 square feet, built after 1985, priced around 650000, with 1 stories, with parking for at least 3 cars","Phoenix, AZ",for_sale,SINGLE_FAMILY,3.0,2.0,836.0,1985.0,650000.0,1.0,3.0,buy,single family
"I'm looking to rent a townhome in San Diego, CA and 1 bathrooms, with at least 2132 square feet, built after 1998, priced around 500000, with parking for at least 3 cars","San Diego, CA",for_rent,TOWNHOMES,,1.0,2132.0,1998.0,500000.0,,3.0,rent,townhome
"I'm looking to rent a condo in Phoenix, AZ with 5 bedrooms, with at least 1664 square feet, built after 1995, priced around 400000, with parking for at least 0 cars","Phoenix, AZ",for_rent,CONDOS,5.0,,1664.0,1995.0,400000.0,,0.0,rent,condo
"I'm looking to rent a townhome in San Diego, CA with 2 bedrooms and 3 bathrooms, with at least 2567 square feet, built after 1994, priced around 250000, with 1 stories, with parking for at least 1 cars","San Diego, CA",for_rent,TOWNHOMES,2.0,3.0,2567.0,1994.0,250000.0,1.0,1.0,rent,townhome
"I'm looking to rent a townhome in San Diego, CA with 2 bedrooms and 1 bathrooms, with at least 2191 square feet, priced around 900000, with 2 stories, with parking for at least 1 cars","San Diego, CA",for_rent,TOWNHOMES,2.0,1.0,2191.0,,900000.0,2.0,1.0,rent,townhome
"I'm looking to rent a single family in San Diego, CA with 3 bedrooms and 1 bathrooms, with at least 1672 square feet, built after 2017, priced around 200000, with 1 stories","San Diego, CA",for_rent,SINGLE_FAMILY,3.0,1.0,1672.0,2017.0,200000.0,1.0,,rent,single family
"I'm looking to buy a condo in Phoenix, AZ with 2 bedrooms and 1 bathrooms, with at least 2400 square feet, priced around 550000, with 1 stories, with parking for at least 2 cars","Phoenix, AZ",for_sale,CONDOS,2.0,1.0,2400.0,,550000.0,1.0,2.0,buy,condo
"I'm looking to rent a townhome in Phoenix, AZ with 2 bedrooms and 2 bathrooms, with at least 2807 square feet, built after 2016, priced around 200000, with 2 stories, with parking for at least 3 cars","Phoenix, AZ",for_rent,TOWNHOMES,2.0,2.0,2807.0,2016.0,200000.0,2.0,3.0,rent,townhome
"I'm looking to buy a apartment in Phoenix, AZ with 1 bedrooms and 1 bathrooms, with at least 860 square feet, built after 2016, priced around 800000, with 1 stories, with parking for at least 1 cars","Phoenix, AZ",for_sale,APARTMENT,1.0,1.0,860.0,2016.0,800000.0,1.0,1.0,buy,apartment
"I'm looking to rent in Phoenix, AZ with 5 bedrooms and 1 bathrooms, with at least 2067 square feet, built after 1969, priced around 500000, with 1 stories, with parking for at least 1 cars","Phoenix, AZ",for_rent,OTHER,5.0,1.0,2067.0,1969.0,500000.0,1.0,1.0,rent,other
"I'm looking to buy a single family in Phoenix, AZ with 4 bedrooms and 3 bathrooms, with at least 1675 square feet, built after 1999, with parking for at least 1 cars","Phoenix, AZ",for_sale,SINGLE_FAMILY,4.0,3.0,1675.0,1999.0,,,1.0,buy,single family
"I'm looking to rent a apartment in Los Angeles, CA with 4 bedrooms, with at least 1628 square feet, built after 2019, priced around 200000, with 1 stories","Los Angeles, CA",for_rent,APARTMENT,4.0,,1628.0,2019.0,200000.0,1.0,,rent,apartment
"I'm looking to buy a single family in San Diego, CA with 5 bedrooms and 2 bathrooms, with at least 1132 square feet, built after 1974, priced around 550000, with 1 stories","San Diego, CA",for_sale,SINGLE_FAMILY,5.0,2.0,1132.0,1974.0,550000.0,1.0,,buy,single family
"I'm looking to rent a single family in New York, NY with 4 bedrooms and 2 bathrooms, with at least 2022 square feet, built after 1951, priced around 850000, with 1 stories, with parking for at least 1 cars","New York, NY",for_rent,SINGLE_FAMILY,4.0,2.0,2022.0,1951.0,850000.0,1.0,1.0,rent,single family
"I'm looking to rent a townhome in Phoenix, AZ with 4 bedrooms and 3 bathrooms, with at least 1155 square feet, built after 1981, priced around 350000","Phoenix, AZ",for_rent,TOWNHOMES,4.0,3.0,1155.0,1981.0,350000.0,,,rent,townhome
"I'm looking to buy a condo in San Antonio, TX and 2 bathrooms, with at least 1644 square feet, built after 1968, priced around 300000, with 3 stories, with parking for at least 1 cars","San Antonio, TX",for_sale,CONDOS,,2.0,1644.0,1968.0,300000.0,3.0,1.0,buy,condo
"I'm looking to buy a single family in San Diego, CA with 3 bedrooms and 2 bathrooms, with at least 2638 square feet, built after 1966, priced around 500000, with 2 stories","San Diego, CA",for_sale,SINGLE_FAMILY,3.0,2.0,2638.0,1966.0,500000.0,2.0,,buy,single family
"I'm looking to rent a single family in San Antonio, TX and 2 bathrooms, with at least 1084 square feet, built after 2008, with 1 stories, with parking for at least 0 cars","San Antonio, TX",for_rent,SINGLE_FAMILY,,2.0,1084.0,2008.0,,1.0,0.0,rent,single family
"I'm looking to buy a apartment in Los Angeles, CA with 5 bedrooms and 3 bathrooms, with at least 2218 square feet, built after 2018, priced around 200000, with parking for at least 1 cars","Los Angeles, CA",for_sale,APARTMENT,5.0,3.0,2218.0,2018.0,200000.0,,1.0,buy,apartment
"I'm looking to rent a townhome in Los Angeles, CA with 2 bedrooms and 3 bathrooms, with at least 1809 square feet, built after 2013, priced around 800000, with 2 stories, with parking for at least 0 cars","Los Angeles, CA",for_rent,TOWNHOMES,2.0,3.0,1809.0,2013.0,800000.0,2.0,0.0,rent,townhome
"I'm looking to rent a townhome in Los Angeles, CA with 3 bedrooms and 1 bathrooms, with at least 2961 square feet, built after 1973, priced around 100000","Los Angeles, CA",for_rent,TOWNHOMES,3.0,1.0,2961.0,1973.0,100000.0,,,rent,townhome
"I'm looking to rent a apartment in Phoenix, AZ with 3 bedrooms and 1 bathrooms, with at least 1112 square feet, built after 2005, priced around 500000, with 3 stories","Phoenix, AZ",for_rent,APARTMENT,3.0,1.0,1112.0,2005.0,500000.0,3.0,,rent,apartment
"I'm looking to buy a apartment in San Diego, CA with 5 bedrooms and 2 bathrooms, with at least 2300 square feet, built after 2009, priced around 150000, with 1 stories, with parking for at least 1 cars","San Diego, CA",for_sale,APARTMENT,5.0,2.0,2300.0,2009.0,150000.0,1.0,1.0,buy,apartment
"I'm looking to buy a single family in San Antonio, TX with 4 bedrooms and 2 bathrooms, with at least 2569 square feet, built after 1976, priced around 250000, with 1 stories","San Antonio, TX",for_sale,SINGLE_FAMILY,4.0,2.0,2569.0,1976.0,250000.0,1.0,,buy,single family
"I'm looking to rent a condo in Phoenix, AZ with 4 bedrooms and 1 bathrooms, with at least 2359 square feet, built after 1993, priced around 100000, with 1 stories, with parking for at least 2 cars","Phoenix, AZ",for_rent,CONDOS,4.0,1.0,2359.0,1993.0,100000.0,1.0,2.0,rent,condo
"I'm looking to buy a single family in San Diego, CA with 4 bedrooms and 3 bathrooms, with at least 1829 square feet, built after 1981, priced around 400000","San Diego, CA",for_sale,SINGLE_FAMILY,4.0,3.0,1829.0,1981.0,400000.0,,,buy,single family
"I'm looking to rent a single family in Los Angeles, CA and 2 bathrooms, with at least 2751 square feet, built after 2000, priced around 500000, with parking for at least 3 cars","Los Angeles, CA",for_rent,SINGLE_FAMILY,,2.0,2751.0,2000.0,500000.0,,3.0,rent,single family
"I'm looking to rent a apartment in San Antonio, TX with 2 bedrooms and 1 bathrooms, with at least 2609 square feet, built after 2019, priced around 150000, with 2 stories, with parking for at least 1 cars","San Antonio, TX",for_rent,APARTMENT,2.0,1.0,2609.0,2019.0,150000.0,2.0,1.0,rent,apartment
"I'm looking to rent in San Diego, CA with 3 bedrooms and 2 bathrooms, with at least 2751 square feet, built after 1981, priced around 650000, with parking for at least 2 cars","San Diego, CA",for_rent,OTHER,3.0,2.0,2751.0,1981.0,650000.0,,2.0,rent,other
"I'm looking to rent a single family in San Antonio, TX with 4 bedrooms and 2 bathrooms, with at least 2740 square feet, priced around 200000, with 3 stories, with parking for at least 1 cars","San Antonio, TX",for_rent,SINGLE_FAMILY,4.0,2.0,2740.0,,200000.0,3.0,1.0,rent,single family
"I'm looking to buy in New York, NY with 4 bedrooms and 3 bathrooms, with at least 1549 square feet, built after 1987, priced around 600000, with 1 stories, with parking for at least 1 cars","New York, NY",for_sale,OTHER,4.0,3.0,1549.0,1987.0,600000.0,1.0,1.0,buy,other
"I'm looking to rent in San Diego, CA with 5 bedrooms and 1 bathrooms, with at least 1544 square feet, built after 1960, priced around 650000, with 1 stories, with parking for at least 2 cars","San Diego, CA",for_rent,OTHER,5.0,1.0,1544.0,1960.0,650000.0,1.0,2.0,rent,other
"I'm looking to rent a single family in San Antonio, TX with 3 bedrooms and 1 bathrooms, with at least 2772 square feet, built after 1958, priced around 750000","San Antonio, TX",for_rent,SINGLE_FAMILY,3.0,1.0,2772.0,1958.0,750000.0,,,rent,single family
"I'm looking to rent a townhome in Phoenix, AZ with 4 bedrooms and 1 bathrooms, with at least 2500 square feet, built after 1952, priced around 600000, with 1 stories, with parking for at least 2 cars","Phoenix, AZ",for_rent,TOWNHOMES,4.0,1.0,2500.0,1952.0,600000.0,1.0,2.0,rent,townhome
"I'm looking to buy a single family in Phoenix, AZ with 3 bedrooms, with at least 2055 square feet, priced around 250000, with 1 stories, with parking for at least 0 cars","Phoenix, AZ",for_sale,SINGLE_FAMILY,3.0,,2055.0,,250000.0,1.0,0.0,buy,single family
"I'm looking to buy a condo in Phoenix, AZ with 4 bedrooms and 1 bathrooms, with at least 2462 square feet, priced around 450000, with 1 stories, with parking for at least 2 cars","Phoenix, AZ",for_sale,CONDOS,4.0,1.0,2462.0,,450000.0,1.0,2.0,buy,condo
"I'm looking to rent a townhome in San Diego, CA with 3 bedrooms and 2 bathrooms, with at least 985 square feet, priced around 200000, with 2 stories","San Diego, CA",for_rent,TOWNHOMES,3.0,2.0,985.0,,200000.0,2.0,,rent,townhome
"I'm looking to buy a condo in San Diego, CA with 4 bedrooms and 3 bathrooms, with at least 985 square feet, built after 1961, priced around 850000, with 1 stories, with parking for at least 1 cars","San Diego, CA",for_sale,CONDOS,4.0,3.0,985.0,1961.0,850000.0,1.0,1.0,buy,condo
"I'm looking to rent in Los Angeles, CA with 1 bedrooms and 1 bathrooms, with at least 1526 square feet, built after 2009, priced around 650000, with 3 stories","Los Angeles, CA",for_rent,OTHER,1.0,1.0,1526.0,2009.0,650000.0,3.0,,rent,other
"I'm looking to buy a townhome in Los Angeles, CA with 4 bedrooms and 3 bathrooms, with at least 1556 square feet, built after 1976, priced around 600000, with 1 stories","Los Angeles, CA",for_sale,TOWNHOMES,4.0,3.0,1556.0,1976.0,600000.0,1.0,,buy,townhome
"I'm looking to buy a condo in Los Angeles, CA with 4 bedrooms and 2 bathrooms, with at least 898 square feet, priced around 600000","Los Angeles, CA",for_sale,CONDOS,4.0,2.0,898.0,,600000.0,,,buy,condo
"I'm looking to rent a condo in New York, NY with 5 bedrooms and 2 bathrooms, with at least 1945 square feet, priced around 350000, with 1 stories","New York, NY",for_rent,CONDOS,5.0,2.0,1945.0,,350000.0,1.0,,rent,condo
"I'm looking to buy a apartment in Los Angeles, CA with 5 bedrooms and 2 bathrooms, with at least 853 square feet, built after 1983, priced around 450000, with 1 stories","Los Angeles, CA",for_sale,APARTMENT,5.0,2.0,853.0,1983.0,450000.0,1.0,,buy,apartment
"I'm looking to rent a townhome in San Antonio, TX and 2 bathrooms, with at least 905 square feet, priced around 350000, with 1 stories","San Antonio, TX",for_rent,TOWNHOMES,,2.0,905.0,,350000.0,1.0,,rent,townhome
"I'm looking to buy a condo in San Antonio, TX with 2 bedrooms and 1 bathrooms, with at least 2896 square feet, built after 1974, priced around 400000, with 1 stories","San Antonio, TX",for_sale,CONDOS,2.0,1.0,2896.0,1974.0,400000.0,1.0,,buy,condo
"I'm looking to rent a townhome in New York, NY with 3 bedrooms and 3 bathrooms, with at least 1766 square feet, priced around 100000, with 1 stories, with parking for at least 2 cars","New York, NY",for_rent,TOWNHOMES,3.0,3.0,1766.0,,100000.0,1.0,2.0,rent,townhome
"I'm looking to rent a condo in New York, NY with 4 bedrooms and 2 bathrooms, with at least 1055 square feet, built after 1993, priced around 800000, with 2 stories, with parking for at least 2 cars","New York, NY",for_rent,CONDOS,4.0,2.0,1055.0,1993.0,800000.0,2.0,2.0,rent,condo
"I'm looking to rent in San Diego, CA with 3 bedrooms and 2 bathrooms, with at least 2297 square feet, built after 1969, priced around 850000, with 1 stories, with parking for at least 3 cars","San Diego, CA",for_rent,OTHER,3.0,2.0,2297.0,1969.0,850000.0,1.0,3.0,rent,other
"I'm looking to rent a single family in Los Angeles, CA and 2 bathrooms, with at least 2106 square feet, built after 2018, with 2 stories, with parking for at least 1 cars","Los Angeles, CA",for_rent,SINGLE_FAMILY,,2.0,2106.0,2018.0,,2.0,1.0,rent,single family
"I'm looking to rent a single family in San Antonio, TX with 1 bedrooms and 2 bathrooms, with at least 1549 square feet, built after 1957, priced around 250000, with 1 stories, with parking for at least 3 cars","San Antonio, TX",for_rent,SINGLE_FAMILY,1.0,2.0,1549.0,1957.0,250000.0,1.0,3.0,rent,single family
"I'm looking to buy a single family in San Antonio, TX with 1 bedrooms and 3 bathrooms, with at least 973 square feet, built after 1952, priced around 550000, with 1 stories","San Antonio, TX",for_sale,SINGLE_FAMILY,1.0,3.0,973.0,1952.0,550000.0,1.0,,buy,single family
"I'm looking to rent a townhome in San Diego, CA with 1 bedrooms and 1 bathrooms, with at least 2264 square feet, built after 2015, priced around 700000","San Diego, CA",for_rent,TOWNHOMES,1.0,1.0,2264.0,2015.0,700000.0,,,rent,townhome
"I'm looking to buy in San Antonio, TX with 5 bedrooms and 2 bathrooms, with at least 1250 square feet, built after 1956, priced around 650000, with 1 stories, with parking for at least 0 cars","San Antonio, TX",for_sale,OTHER,5.0,2.0,1250.0,1956.0,650000.0,1.0,0.0,buy,other
"I'm looking to buy a condo in San Diego, CA with 4 bedrooms and 1 bathrooms, built after 1983, priced around 750000, with parking for at least 1 cars","San Diego, CA",for_sale,CONDOS,4.0,1.0,,1983.0,750000.0,,1.0,buy,condo
"I'm looking to buy a condo in Los Angeles, CA with 5 bedrooms and 3 bathrooms, with at least 2754 square feet, priced around 700000, with parking for at least 2 cars","Los Angeles, CA",for_sale,CONDOS,5.0,3.0,2754.0,,700000.0,,2.0,buy,condo
"I'm looking to rent a single family in San Antonio, TX with 3 bedrooms and 2 bathrooms, with at least 1237 square feet, built after 1967, priced around 300000, with 1 stories, with parking for at least 1 cars","San Antonio, TX",for_rent,SINGLE_FAMILY,3.0,2.0,1237.0,1967.0,300000.0,1.0,1.0,rent,single family
"I'm looking to buy a single family in Phoenix, AZ with 4 bedrooms, with at least 1376 square feet, built after 1984, priced around 350000, with 1 stories","Phoenix, AZ",for_sale,SINGLE_FAMILY,4.0,,1376.0,1984.0,350000.0,1.0,,buy,single family
"I'm looking to rent a single family in Phoenix, AZ with 1 bedrooms and 2 bathrooms, with at least 1822 square feet, built after 1971, priced around 100000, with 1 stories","Phoenix, AZ",for_rent,SINGLE_FAMILY,1.0,2.0,1822.0,1971.0,100000.0,1.0,,rent,single family
"I'm looking to rent a condo in New York, NY with 2 bedrooms and 2 bathrooms, with at least 1322 square feet, built after 2014, priced around 600000, with 3 stories, with parking for at least 3 cars","New York, NY",for_rent,CONDOS,2.0,2.0,1322.0,2014.0,600000.0,3.0,3.0,rent,condo
"I'm looking to buy a single family in San Antonio, TX with 2 bedrooms and 1 bathrooms, with at least 2929 square feet, built after 1976, priced around 500000, with 1 stories, with parking for at least 2 cars","San Antonio, TX",for_sale,SINGLE_FAMILY,2.0,1.0,2929.0,1976.0,500000.0,1.0,2.0,buy,single family
"I'm looking to rent a townhome in San Diego, CA with 5 bedrooms and 1 bathrooms, with at least 2534 square feet, priced around 250000, with 3 stories","San Diego, CA",for_rent,TOWNHOMES,5.0,1.0,2534.0,,250000.0,3.0,,rent,townhome
"I'm looking to rent a condo in San Diego, CA with 3 bedrooms and 3 bathrooms, with at least 2803 square feet, built after 2020, priced around 600000, with 2 stories, with parking for at least 1 cars","San Diego, CA",for_rent,CONDOS,3.0,3.0,2803.0,2020.0,600000.0,2.0,1.0,rent,condo
"I'm looking to buy a single family in Phoenix, AZ with 3 bedrooms and 3 bathrooms, with at least 840 square feet, built after 2020, priced around 800000, with 2 stories, with parking for at least 3 cars","Phoenix, AZ",for_sale,SINGLE_FAMILY,3.0,3.0,840.0,2020.0,800000.0,2.0,3.0,buy,single family
"I'm looking to buy a townhome in New York, NY with 5 bedrooms and 1 bathrooms, with at least 1836 square feet, built after 2011, priced around 750000, with 1 stories, with parking for at least 1 cars","New York, NY",for_sale,TOWNHOMES,5.0,1.0,1836.0,2011.0,750000.0,1.0,1.0,buy,townhome
"I'm looking to buy a condo in San Diego, CA with 1 bedrooms and 3 bathrooms, with at least 2964 square feet, built after 1983, with 1 stories","San Diego, CA",for_sale,CONDOS,1.0,3.0,2964.0,1983.0,,1.0,,buy,condo
"I'm looking to rent a single family in San Antonio, TX with 4 bedrooms and 3 bathrooms, with at least 2914 square feet, priced around 550000","San Antonio, TX",for_rent,SINGLE_FAMILY,4.0,3.0,2914.0,,550000.0,,,rent,single family
"I'm looking to rent a apartment in New York, NY with 1 bedrooms and 2 bathrooms, with at least 2907 square feet, built after 1953, priced around 250000, with 1 stories, with parking for at least 0 cars","New York, NY",for_rent,APARTMENT,1.0,2.0,2907.0,1953.0,250000.0,1.0,0.0,rent,apartment
"I'm looking to rent a townhome in Los Angeles, CA with 2 bedrooms and 3 bathrooms, with at least 1978 square feet, built after 1999, priced around 650000, with 1 stories, with parking for at least 0 cars","Los Angeles, CA",for_rent,TOWNHOMES,2.0,3.0,1978.0,1999.0,650000.0,1.0,0.0,rent,townhome
"I'm looking to rent a single family in New York, NY with 2 bedrooms and 1 bathrooms, with at least 1131 square feet, built after 2013, priced around 900000, with 3 stories, with parking for at least 1 cars","New York, NY",for_rent,SINGLE_FAMILY,2.0,1.0,1131.0,2013.0,900000.0,3.0,1.0,rent,single family
"I'm looking to buy a single family in Los Angeles, CA with 4 bedrooms and 3 bathrooms, with at least 1855 square feet, built after 1960, priced around 300000, with 1 stories","Los Angeles, CA",for_sale,SINGLE_FAMILY,4.0,3.0,1855.0,1960.0,300000.0,1.0,,buy,single family
"I'm looking to buy a condo in San Diego, CA with 4 bedrooms, with at least 2542 square feet, built after 2012, with 3 stories, with parking for at least 1 cars","San Diego, CA",for_sale,CONDOS,4.0,,2542.0,2012.0,,3.0,1.0,buy,condo
"I'm looking to rent a townhome in Phoenix, AZ with 1 bedrooms and 1 bathrooms, with at least 1540 square feet, built after 1996, priced around 900000, with 2 stories, with parking for at least 1 cars","Phoenix, AZ",for_rent,TOWNHOMES,1.0,1.0,1540.0,1996.0,900000.0,2.0,1.0,rent,townhome
"I'm looking to buy a single family in Phoenix, AZ and 2 bathrooms, with at least 877 square feet, built after 1978, priced around 250000, with 2 stories, with parking for at least 1 cars","Phoenix, AZ",for_sale,SINGLE_FAMILY,,2.0,877.0,1978.0,250000.0,2.0,1.0,buy,single family
"I'm looking to buy a condo in San Diego, CA with 1 bedrooms and 3 bathrooms, with at least 2847 square feet, priced around 350000, with 3 stories, with parking for at least 2 cars","San Diego, CA",for_sale,CONDOS,1.0,3.0,2847.0,,350000.0,3.0,2.0,buy,condo
"I'm looking to rent a townhome in New York, NY with 1 bedrooms and 3 bathrooms, with at least 2329 square feet, built after 1980, with 1 stories, with parking for at least 1 cars","New York, NY",for_rent,TOWNHOMES,1.0,3.0,2329.0,1980.0,,1.0,1.0,rent,townhome
"I'm looking to rent a townhome in Phoenix, AZ with 5 bedrooms and 3 bathrooms, with at least 1799 square feet, built after 1976, priced around 900000, with 3 stories","Phoenix, AZ",for_rent,TOWNHOMES,5.0,3.0,1799.0,1976.0,900000.0,3.0,,rent,townhome
"I'm looking to rent in San Diego, CA with 2 bedrooms and 1 bathrooms, with at least 1599 square feet, built after 1999, priced around 450000","San Diego, CA",for_rent,OTHER,2.0,1.0,1599.0,1999.0,450000.0,,,rent,other
"I'm looking to buy a apartment in Phoenix, AZ with 2 bedrooms and 3 bathrooms, with at least 1416 square feet, built after 1968, priced around 750000, with 2 stories","Phoenix, AZ",for_sale,APARTMENT,2.0,3.0,1416.0,1968.0,750000.0,2.0,,buy,apartment
"I'm looking to buy in San Diego, CA with 2 bedrooms and 2 bathrooms, with at least 1363 square feet, built after 2001, priced around 600000, with 2 stories, with parking for at least 3 cars","San Diego, CA",for_sale,OTHER,2.0,2.0,1363.0,2001.0,600000.0,2.0,3.0,buy,other
"I'm looking to rent a single family in Los Angeles, CA with 2 bedrooms and 3 bathrooms, with at least 1508 square feet, built after 1954, priced around 350000, with parking for at least 2 cars","Los Angeles, CA",for_rent,SINGLE_FAMILY,2.0,3.0,1508.0,1954.0,350000.0,,2.0,rent,single family
"I'm looking to rent a single family in New York, NY with 4 bedrooms and 2 bathrooms, with at least 2318 square feet, built after 1998, priced around 900000, with 2 stories, with parking for at least 1 cars","New York, NY",for_rent,SINGLE_FAMILY,4.0,2.0,2318.0,1998.0,900000.0,2.0,1.0,rent,single family
