generate structured response: I'm looking to buy in San Diego, CA with 5 bedrooms and 1 bathrooms, with at least 872 square feet, built after 1966, priced around 150000, with 2 stories <|endoftext|> location: San Diego, CA; listing_type: for_sale; style: OTHER; beds: 5.0; full_baths: 1.0; sqft: 872.0; year_built: 1966.0; list_price: 150000.0; stories: 2.0; parking_garage: nan; listing_type_NL: buy; style_NL: other
generate structured response: I'm looking to rent a townhome in Phoenix, AZ with 2 bedrooms and 3 bathrooms, with at least 2598 square feet, built after 1954, with 1 stories, with parking for at least 1 cars <|endoftext|> location: Phoenix, AZ; listing_type: for_rent; style: TOWNHOMES; beds: 2.0; full_baths: 3.0; sqft: 2598.0; year_built: 1954.0; list_price: nan; stories: 1.0; parking_garage: 1.0; listing_type_NL: rent; style_NL: townhome
generate structured response: I'm looking to buy a apartment in San Antonio, TX with 4 bedrooms, with at least 1372 square feet, priced around 100000, with 3 stories, with parking for at least 3 cars <|endoftext|> location: San Antonio, TX; listing_type: for_sale; style: APARTMENT; beds: 4.0; full_baths: nan; sqft: 1372.0; year_built: nan; list_price: 100000.0; stories: 3.0; parking_garage: 3.0; listing_type_NL: buy; style_NL: apartment
generate structured response: I'm looking to buy a apartment in Phoenix, AZ with 3 bedrooms and 2 bathrooms, with at least 1078 square feet, built after 1953, priced around 350000, with 3 stories <|endoftext|> location: Phoenix, AZ; listing_type: for_sale; style: APARTMENT; beds: 3.0; full_baths: 2.0; sqft: 1078.0; year_built: 1953.0; list_price: 350000.0; stories: 3.0; parking_garage: nan; listing_type_NL: buy; style_NL: apartment
generate structured response: I'm looking to buy a condo in New York, NY and 3 bathrooms, with at least 940 square feet, with 3 stories, with parking for at least 1 cars <|endoftext|> location: New York, NY; listing_type: for_sale; style: CONDOS; beds: nan; full_baths: 3.0; sqft: 940.0; year_built: nan; list_price: nan; stories: 3.0; parking_garage: 1.0; listing_type_NL: buy; style_NL: condo
generate structured response: I'm looking to buy a apartment in Phoenix, AZ and 3 bathrooms, with at least 1133 square feet, priced around 950000, with 2 stories, with parking for at least 1 cars <|endoftext|> location: Phoenix, AZ; listing_type: for_sale; style: APARTMENT; beds: nan; full_baths: 3.0; sqft: 1133.0; year_built: nan; list_price: 950000.0; stories: 2.0; parking_garage: 1.0; listing_type_NL: buy; style_NL: apartment
generate structured response: I'm looking to buy a condo in New York, NY with 2 bedrooms and 2 bathrooms, with at least 2611 square feet, built after 1998, with 1 stories <|endoftext|> location: New York, NY; listing_type: for_sale; style: CONDOS; beds: 2.0; full_baths: 2.0; sqft: 2611.0; year_built: 1998.0; list_price: nan; stories: 1.0; parking_garage: nan; listing_type_NL: buy; style_NL: condo
generate structured response: I'm looking to buy in San Diego, CA, with at least 1241 square feet, built after 1983, priced around 150000, with parking for at least 1 cars <|endoftext|> location: San Diego, CA; listing_type: for_sale; style: OTHER; beds: nan; full_baths: nan; sqft: 1241.0; year_built: 1983.0; list_price: 150000.0; stories: nan; parking_garage: 1.0; listing_type_NL: buy; style_NL: other
generate structured response: I'm looking to rent a single family in Phoenix, AZ with 4 bedrooms, with at least 2536 square feet, with 3 stories, with parking for at least 2 cars <|endoftext|> location: Phoenix, AZ; listing_type: for_rent; style: SINGLE_FAMILY; beds: 4.0; full_baths: nan; sqft: 2536.0; year_built: nan; list_price: nan; stories: 3.0; parking_garage: 2.0; listing_type_NL: rent; style_NL: single family
generate structured response: I'm looking to rent a single family in New York, NY with 5 bedrooms and 1 bathrooms, with at least 1898 square feet, built after 1972, priced around 350000, with 1 stories, with parking for at least 2 cars <|endoftext|> location: New York, NY; listing_type: for_rent; style: SINGLE_FAMILY; beds: 5.0; full_baths: 1.0; sqft: 1898.0; year_built: 1972.0; list_price: 350000.0; stories: 1.0; parking_garage: 2.0; listing_type_NL: rent; style_NL: single family
generate structured response: I'm looking to rent a single family in Los Angeles, CA with 3 bedrooms and 1 bathrooms, with at least 2427 square feet, built after 1982, priced around 550000, with 2 stories <|endoftext|> location: Los Angeles, CA; listing_type: for_rent; style: SINGLE_FAMILY; beds: 3.0; full_baths: 1.0; sqft: 2427.0; year_built: 1982.0; list_price: 550000.0; stories: 2.0; parking_garage: nan; listing_type_NL: rent; style_NL: single family
generate structured response: I'm looking to buy a apartment in New York, NY with 1 bedrooms and 3 bathrooms, with at least 2148 square feet, built after 2000, with parking for at least 1 cars <|endoftext|> location: New York, NY; listing_type: for_sale; style: APARTMENT; beds: 1.0; full_baths: 3.0; sqft: 2148.0; year_built: 2000.0; list_price: nan; stories: nan; parking_garage: 1.0; listing_type_NL: buy; style_NL: apartment
generate structured response: I'm looking to buy a apartment in New York, NY with 4 bedrooms and 2 bathrooms, with at least 2672 square feet, built after 1987, priced around 300000, with 3 stories, with parking for at least 1 cars <|endoftext|> location: New York, NY; listing_type: for_sale; style: APARTMENT; beds: 4.0; full_baths: 2.0; sqft: 2672.0; year_built: 1987.0; list_price: 300000.0; stories: 3.0; parking_garage: 1.0; listing_type_NL: buy; style_NL: apartment
generate structured response: I'm looking to buy a townhome in San Diego, CA with 2 bedrooms and 2 bathrooms, with at least 1507 square feet, built after 2006, priced around 650000, with 3 stories, with parking for at least 3 cars <|endoftext|> location: San Diego, CA; listing_type: for_sale; style: TOWNHOMES; beds: 2.0; full_baths: 2.0; sqft: 1507.0; year_built: 2006.0; list_price: 650000.0; stories: 3.0; parking_garage: 3.0; listing_type_NL: buy; style_NL: townhome
generate structured response: I'm looking to buy a condo in New York, NY with 5 bedrooms and 3 bathrooms, with at least 1362 square feet, built after 1981, with 1 stories <|endoftext|> location: New York, NY; listing_type: for_sale; style: CONDOS; beds: 5.0; full_baths: 3.0; sqft: 1362.0; year_built: 1981.0; list_price: nan; stories: 1.0; parking_garage: nan; listing_type_NL: buy; style_NL: condo
generate structured response: I'm looking to rent a single family in New York, NY with 1 bedrooms and 2 bathrooms, with at least 1777 square feet, built after 1961, priced around 800000, with 3 stories, with parking for at least 1 cars <|endoftext|> location: New York, NY; listing_type: for_rent; style: SINGLE_FAMILY; beds: 1.0; full_baths: 2.0; sqft: 1777.0; year_built: 1961.0; list_price: 800000.0; stories: 3.0; parking_garage: 1.0; listing_type_NL: rent; style_NL: single family
generate structured response: I'm looking to rent a single family in San Diego, CA with 1 bedrooms and 3 bathrooms, with at least 2177 square feet, priced around 850000, with 1 stories, with parking for at least 2 cars <|endoftext|> location: San Diego, CA; listing_type: for_rent; style: SINGLE_FAMILY; beds: 1.0; full_baths: 3.0; sqft: 2177.0; year_built: nan; list_price: 850000.0; stories: 1.0; parking_garage: 2.0; listing_type_NL: rent; style_NL: single family
generate structured response: I'm looking to rent a apartment in New York, NY with 2 bedrooms and 1 bathrooms, with at least 1168 square feet, built after 1991, priced around 900000, with parking for at least 0 cars <|endoftext|> location: New York, NY; listing_type: for_rent; style: APARTMENT; beds: 2.0; full_baths: 1.0; sqft: 1168.0; year_built: 1991.0; list_price: 900000.0; stories: nan; parking_garage: 0.0; listing_type_NL: rent; style_NL: apartment
generate structured response: I'm looking to buy a condo in San Antonio, TX with 4 bedrooms and 3 bathrooms, with at least 1844 square feet, built after 2013, priced around 400000, with 2 stories <|endoftext|> location: San Antonio, TX; listing_type: for_sale; style: CONDOS; beds: 4.0; full_baths: 3.0; sqft: 1844.0; year_built: 2013.0; list_price: 400000.0; stories: 2.0; parking_garage: nan; listing_type_NL: buy; style_NL: condo
generate structured response: I'm looking to buy a townhome in San Antonio, TX with 4 bedrooms and 3 bathrooms, with at least 2977 square feet, built after 1999, priced around 150000, with 1 stories, with parking for at least 0 cars <|endoftext|> location: San Antonio, TX; listing_type: for_sale; style: TOWNHOMES; beds: 4.0; full_baths: 3.0; sqft: 2977.0; year_built: 1999.0; list_price: 150000.0; stories: 1.0; parking_garage: 0.0; listing_type_NL: buy; style_NL: townhome
generate structured response: I'm looking to rent in San Diego, CA with 4 bedrooms and 2 bathrooms, with at least 2767 square feet, built after 2018, priced around 600000, with 1 stories <|endoftext|> location: San Diego, CA; listing_type: for_rent; style: OTHER; beds: 4.0; full_baths: 2.0; sqft: 2767.0; year_built: 2018.0; list_price: 600000.0; stories: 1.0; parking_garage: nan; listing_type_NL: rent; style_NL: other
generate structured response: I'm looking to rent a townhome in San Diego, CA with 5 bedrooms and 3 bathrooms, with at least 1456 square feet, priced around 550000, with 1 stories, with parking for at least 0 cars <|endoftext|> location: San Diego, CA; listing_type: for_rent; style: TOWNHOMES; beds: 5.0; full_baths: 3.0; sqft: 1456.0; year_built: nan; list_price: 550000.0; stories: 1.0; parking_garage: 0.0; listing_type_NL: rent; style_NL: townhome
generate structured response: I'm looking to buy a condo in San Antonio, TX with 5 bedrooms and 1 bathrooms, with at least 1783 square feet, priced around 950000, with 1 stories <|endoftext|> location: San Antonio, TX; listing_type: for_sale; style: CONDOS; beds: 5.0; full_baths: 1.0; sqft: 1783.0; year_built: nan; list_price: 950000.0; stories: 1.0; parking_garage: nan; listing_type_NL: buy; style_NL: condo
generate structured response: I'm looking to buy a condo in San Antonio, TX with 2 bedrooms and 2 bathrooms, with at least 2458 square feet, built after 1959, priced around 350000, with parking for at least 2 cars <|endoftext|> location: San Antonio, TX; listing_type: for_sale; style: CONDOS; beds: 2.0; full_baths: 2.0; sqft: 2458.0; year_built: 1959.0; list_price: 350000.0; stories: nan; parking_garage: 2.0; listing_type_NL: buy; style_NL: condo
generate structured response: I'm looking to buy a townhome in San Antonio, TX with 3 bedrooms and 3 bathrooms, with at least 2153 square feet, built after 1961, priced around 100000, with parking for at least 0 cars <|endoftext|> location: San Antonio, TX; listing_type: for_sale; style: TOWNHOMES; beds: 3.0; full_baths: 3.0; sqft: 2153.0; year_built: 1961.0; list_price: 100000.0; stories: nan; parking_garage: 0.0; listing_type_NL: buy; style_NL: townhome
generate structured response: I'm looking to buy a single family in Los Angeles, CA with 2 bedrooms, with at least 1631 square feet, built after 1986, priced around 400000, with 2 stories <|endoftext|> location: Los Angeles, CA; listing_type: for_sale; style: SINGLE_FAMILY; beds: 2.0; full_baths: nan; sqft: 1631.0; year_built: 1986.0; list_price: 400000.0; stories: 2.0; parking_garage: nan; listing_type_NL: buy; style_NL: single family
generate structured response: I'm looking to buy a apartment in Phoenix, AZ with 3 bedrooms and 3 bathrooms, with at least 2088 square feet, built after 2010, priced around 350000, with 3 stories <|endoftext|> location: Phoenix, AZ; listing_type: for_sale; style: APARTMENT; beds: 3.0; full_baths: 3.0; sqft: 2088.0; year_built: 2010.0; list_price: 350000.0; stories: 3.0; parking_garage: nan; listing_type_NL: buy; style_NL: apartment
generate structured response: I'm looking to rent a townhome in Phoenix, AZ with 1 bedrooms and 2 bathrooms, with at least 2252 square feet, built after 1968, priced around 500000, with 1 stories, with parking for at least 3 cars <|endoftext|> location: Phoenix, AZ; listing_type: for_rent; style: TOWNHOMES; beds: 1.0; full_baths: 2.0; sqft: 2252.0; year_built: 1968.0; list_price: 500000.0; stories: 1.0; parking_garage: 3.0; listing_type_NL: rent; style_NL: townhome
generate structured response: I'm looking to buy in Phoenix, AZ with 5 bedrooms and 3 bathrooms, with at least 1031 square feet, priced around 800000, with 1 stories <|endoftext|> location: Phoenix, AZ; listing_type: for_sale; style: OTHER; beds: 5.0; full_baths: 3.0; sqft: 1031.0; year_built: nan; list_price: 800000.0; stories: 1.0; parking_garage: nan; listing_type_NL: buy; style_NL: other
generate structured response: I'm looking to rent a apartment in San Diego, CA with 2 bedrooms and 2 bathrooms, with at least 2699 square feet, built after 1989, priced around 250000, with 1 stories <|endoftext|> location: San Diego, CA; listing_type: for_rent; style: APARTMENT; beds: 2.0; full_baths: 2.0; sqft: 2699.0; year_built: 1989.0; list_price: 250000.0; stories: 1.0; parking_garage: nan; listing_type_NL: rent; style_NL: apartment
generate structured response: I'm looking to buy a single family in Los Angeles, CA with 5 bedrooms and 1 bathrooms, with at least 2578 square feet, built after 2015, with parking for at least 1 cars <|endoftext|> location: Los Angeles, CA; listing_type: for_sale; style: SINGLE_FAMILY; beds: 5.0; full_baths: 1.0; sqft: 2578.0; year_built: 2015.0; list_price: nan; stories: nan; parking_garage: 1.0; listing_type_NL: buy; style_NL: single family
generate structured response: I'm looking to rent a apartment in Los Angeles, CA with 3 bedrooms and 2 bathrooms, with at least 1622 square feet, priced around 300000, with 1 stories <|endoftext|> location: Los Angeles, CA; listing_type: for_rent; style: APARTMENT; beds: 3.0; full_baths: 2.0; sqft: 1622.0; year_built: nan; list_price: 300000.0; stories: 1.0; parking_garage: nan; listing_type_NL: rent; style_NL: apartment
generate structured response: I'm looking to rent a apartment in Phoenix, AZ and 1 bathrooms, with at least 2369 square feet, built after 1957, priced around 550000, with 1 stories, with parking for at least 1 cars <|endoftext|> location: Phoenix, AZ; listing_type: for_rent; style: APARTMENT; beds: nan; full_baths: 1.0; sqft: 2369.0; year_built: 1957.0; list_price: 550000.0; stories: 1.0; parking_garage: 1.0; listing_type_NL: rent; style_NL: apartment
generate structured response: I'm looking to rent a single family in Los Angeles, CA with 2 bedrooms, with at least 1099 square feet, built after 1976, priced around 300000, with 3 stories, with parking for at least 1 cars <|endoftext|> location: Los Angeles, CA; listing_type: for_rent; style: SINGLE_FAMILY; beds: 2.0; full_baths: nan; sqft: 1099.0; year_built: 1976.0; list_price: 300000.0; stories: 3.0; parking_garage: 1.0; listing_type_NL: rent; style_NL: single family
generate structured response: I'm looking to rent a condo in San Diego, CA and 1 bathrooms, with at least 1717 square feet, built after 1997, priced around 400000, with 3 stories, with parking for at least 0 cars <|endoftext|> location: San Diego, CA; listing_type: for_rent; style: CONDOS; beds: nan; full_baths: 1.0; sqft: 1717.0; year_built: 1997.0; list_price: 400000.0; stories: 3.0; parking_garage: 0.0; listing_type_NL: rent; style_NL: condo
generate structured response: I'm looking to buy a apartment in Los Angeles, CA with 5 bedrooms and 2 bathrooms, with at least 2311 square feet, built after 2020, priced around 250000, with 3 stories, with parking for at least 1 cars <|endoftext|> location: Los Angeles, CA; listing_type: for_sale; style: APARTMENT; beds: 5.0; full_baths: 2.0; sqft: 2311.0; year_built: 2020.0; list_price: 250000.0; stories: 3.0; parking_garage: 1.0; listing_type_NL: buy; style_NL: apartment
generate structured response: I'm looking to rent a apartment in San Antonio, TX with 2 bedrooms and 2 bathrooms, with at least 2350 square feet, built after 1958, priced around 200000, with 2 stories, with parking for at least 1 cars <|endoftext|> location: San Antonio, TX; listing_type: for_rent; style: APARTMENT; beds: 2.0; full_baths: 2.0; sqft: 2350.0; year_built: 1958.0; list_price: 200000.0; stories: 2.0; parking_garage: 1.0; listing_type_NL: rent; style_NL: apartment
generate structured response: I'm looking to rent a townhome in New York, NY with 2 bedrooms, with at least 1515 square feet, priced around 100000, with 3 stories <|endoftext|> location: New York, NY; listing_type: for_rent; style: TOWNHOMES; beds: 2.0; full_baths: nan; sqft: 1515.0; year_built: nan; list_price: 100000.0; stories: 3.0; parking_garage: nan; listing_type_NL: rent; style_NL: townhome
generate structured response: I'm looking to buy in San Diego, CA with 3 bedrooms and 3 bathrooms, with at least 822 square feet, built after 1999, priced around 450000, with parking for at least 0 cars <|endoftext|> location: San Diego, CA; listing_type: for_sale; style: OTHER; beds: 3.0; full_baths: 3.0; sqft: 822.0; year_built: 1999.0; list_price: 450000.0; stories: nan; parking_garage: 0.0; listing_type_NL: buy; style_NL: other
generate structured response: I'm looking to rent a apartment in San Antonio, TX and 2 bathrooms, with at least 2510 square feet, built after 1986, priced around 350000, with parking for at least 2 cars <|endoftext|> location: San Antonio, TX; listing_type: for_rent; style: APARTMENT; beds: nan; full_baths: 2.0; sqft: 2510.0; year_built: 1986.0; list_price: 350000.0; stories: nan; parking_garage: 2.0; listing_type_NL: rent; style_NL: apartment
generate structured response: I'm looking to rent a condo in San Antonio, TX with 1 bedrooms and 2 bathrooms, with at least 1401 square feet, priced around 850000, with 1 stories, with parking for at least 1 cars <|endoftext|> location: San Antonio, TX; listing_type: for_rent; style: CONDOS; beds: 1.0; full_baths: 2.0; sqft: 1401.0; year_built: nan; list_price: 850000.0; stories: 1.0; parking_garage: 1.0; listing_type_NL: rent; style_NL: condo
generate structured response: I'm looking to rent a condo in San Diego, CA with 4 bedrooms and 2 bathrooms, with at least 1384 square feet, priced around 500000, with 2 stories, with parking for at least 1 cars <|endoftext|> location: San Diego, CA; listing_type: for_rent; style: CONDOS; beds: 4.0; full_baths: 2.0; sqft: 1384.0; year_built: nan; list_price: 500000.0; stories: 2.0; parking_garage: 1.0; listing_type_NL: rent; style_NL: condo
generate structured response: I'm looking to rent a townhome in Los Angeles, CA with 4 bedrooms and 3 bathrooms, with at least 2576 square feet, built after 1988, priced around 250000, with 2 stories <|endoftext|> location: Los Angeles, CA; listing_type: for_rent; style: TOWNHOMES; beds: 4.0; full_baths: 3.0; sqft: 2576.0; year_built: 1988.0; list_price: 250000.0; stories: 2.0; parking_garage: nan; listing_type_NL: rent; style_NL: townhome
generate structured response: I'm looking to buy a townhome in Phoenix, AZ and 3 bathrooms, with at least 2692 square feet, priced around 650000, with 1 stories, with parking for at least 1 cars <|endoftext|> location: Phoenix, AZ; listing_type: for_sale; style: TOWNHOMES; beds: nan; full_baths: 3.0; sqft: 2692.0; year_built: nan; list_price: 650000.0; stories: 1.0; parking_garage: 1.0; listing_type_NL: buy; style_NL: townhome
generate structured response: I'm looking to rent a townhome in San Antonio, TX with 3 bedrooms and 3 bathrooms, with at least 2400 square feet, built after 1960, priced around 300000, with 1 stories, with parking for at least 1 cars <|endoftext|> location: San Antonio, TX; listing_type: for_rent; style: TOWNHOMES; beds: 3.0; full_baths: 3.0; sqft: 2400.0; year_built: 1960.0; list_price: 300000.0; stories: 1.0; parking_garage: 1.0; listing_type_NL: rent; style_NL: townhome
generate structured response: I'm looking to rent a single family in New York, NY with 5 bedrooms and 3 bathrooms, with at least 2772 square feet, priced around 500000, with 1 stories, with parking for at least 0 cars <|endoftext|> location: New York, NY; listing_type: for_rent; style: SINGLE_FAMILY; beds: 5.0; full_baths: 3.0; sqft: 2772.0; year_built: nan; list_price: 500000.0; stories: 1.0; parking_garage: 0.0; listing_type_NL: rent; style_NL: single family
generate structured response: I'm looking to buy in New York, NY with 3 bedrooms and 2 bathrooms, with at least 2879 square feet, built after 2003, priced around 100000, with 2 stories <|endoftext|> location: New York, NY; listing_type: for_sale; style: OTHER; beds: 3.0; full_baths: 2.0; sqft: 2879.0; year_built: 2003.0; list_price: 100000.0; stories: 2.0; parking_garage: nan; listing_type_NL: buy; style_NL: other
generate structured response: I'm looking to buy a apartment in Phoenix, AZ and 2 bathrooms, with at least 1915 square feet, built after 2008, priced around 150000, with 3 stories, with parking for at least 0 cars <|endoftext|> location: Phoenix, AZ; listing_type: for_sale; style: APARTMENT; beds: nan; full_baths: 2.0; sqft: 1915.0; year_built: 2008.0; list_price: 150000.0; stories: 3.0; parking_garage: 0.0; listing_type_NL: buy; style_NL: apartment
generate structured response: I'm looking to rent a condo in San Antonio, TX with 3 bedrooms and 3 bathrooms, with at least 2988 square feet, built after 2009, priced around 900000, with parking for at least 1 cars <|endoftext|> location: San Antonio, TX; listing_type: for_rent; style: CONDOS; beds: 3.0; full_baths: 3.0; sqft: 2988.0; year_built: 2009.0; list_price: 900000.0; stories: nan; parking_garage: 1.0; listing_type_NL: rent; style_NL: condo
generate structured response: I'm looking to buy a apartment in San Diego, CA with 3 bedrooms and 3 bathrooms, with at least 1856 square feet, built after 1953, priced around 350000, with 2 stories <|endoftext|> location: San Diego, CA; listing_type: for_sale; style: APARTMENT; beds: 3.0; full_baths: 3.0; sqft: 1856.0; year_built: 1953.0; list_price: 350000.0; stories: 2.0; parking_garage: nan; listing_type_NL: buy; style_NL: apartment
generate structured response: I'm looking to buy a condo in New York, NY and 1 bathrooms, with at least 1909 square feet, built after 2019, priced around 650000, with parking for at least 2 cars <|endoftext|> location: New York, NY; listing_type: for_sale; style: CONDOS; beds: nan; full_baths: 1.0; sqft: 1909.0; year_built: 2019.0; list_price: 650000.0; stories: nan; parking_garage: 2.0; listing_type_NL: buy; style_NL: condo
generate structured response: I'm looking to buy a single family in Phoenix, AZ with 4 bedrooms, with at least 2946 square feet, built after 2020, priced around 300000, with 1 stories, with parking for at least 1 cars <|endoftext|> location: Phoenix, AZ; listing_type: for_sale; style: SINGLE_FAMILY; beds: 4.0; full_baths: nan; sqft: 2946.0; year_built: 2020.0; list_price: 300000.0; stories: 1.0; parking_garage: 1.0; listing_type_NL: buy; style_NL: single family
generate structured response: I'm looking to rent a townhome in Phoenix, AZ with 4 bedrooms and 2 bathrooms, with at least 1671 square feet, built after 1980, with 2 stories <|endoftext|> location: Phoenix, AZ; listing_type: for_rent; style: TOWNHOMES; beds: 4.0; full_baths: 2.0; sqft: 1671.0; year_built: 1980.0; list_price: nan; stories: 2.0; parking_garage: nan; listing_type_NL: rent; style_NL: townhome
generate structured response: I'm looking to buy a condo in Los Angeles, CA with 2 bedrooms and 3 bathrooms, with at least 1004 square feet, priced around 850000, with 2 stories, with parking for at least 1 cars <|endoftext|> location: Los Angeles, CA; listing_type: for_sale; style: CONDOS; beds: 2.0; full_baths: 3.0; sqft: 1004.0; year_built: nan; list_price: 850000.0; stories: 2.0; parking_garage: 1.0; listing_type_NL: buy; style_NL: condo
generate structured response: I'm looking to rent a townhome in New York, NY and 1 bathrooms, with at least 823 square feet, built after 2002, priced around 100000, with 1 stories, with parking for at least 1 cars <|endoftext|> location: New York, NY; listing_type: for_rent; style: TOWNHOMES; beds: nan; full_baths: 1.0; sqft: 823.0; year_built: 2002.0; list_price: 100000.0; stories: 1.0; parking_garage: 1.0; listing_type_NL: rent; style_NL: townhome
generate structured response: I'm looking to buy a condo in Phoenix, AZ with 1 bedrooms and 2 bathrooms, with at least 1442 square feet, built after 2004, priced around 350000, with 2 stories <|endoftext|> location: Phoenix, AZ; listing_type: for_sale; style: CONDOS; beds: 1.0; full_baths: 2.0; sqft: 1442.0; year_built: 2004.0; list_price: 350000.0; stories: 2.0; parking_garage: nan; listing_type_NL: buy; style_NL: condo
generate structured response: I'm looking to rent a townhome in San Diego, CA with 4 bedrooms and 1 bathrooms, with at least 2517 square feet, built after 1990, priced around 500000, with 3 stories, with parking for at least 1 cars <|endoftext|> location: San Diego, CA; listing_type: for_rent; style: TOWNHOMES; beds: 4.0; full_baths: 1.0; sqft: 2517.0; year_built: 1990.0; list_price: 500000.0; stories: 3.0; parking_garage: 1.0; listing_type_NL: rent; style_NL: townhome
generate structured response: I'm looking to buy a condo in Los Angeles, CA with 5 bedrooms and 2 bathrooms, with at least 1808 square feet, built after 2020, priced around 250000, with 2 stories <|endoftext|> location: Los Angeles, CA; listing_type: for_sale; style: CONDOS; beds: 5.0; full_baths: 2.0; sqft: 1808.0; year_built: 2020.0; list_price: 250000.0; stories: 2.0; parking_garage: nan; listing_type_NL: buy; style_NL: condo
generate structured response: I'm looking to rent a apartment in San Antonio, TX with 2 bedrooms and 2 bathrooms, with at least 2034 square feet, built after 1955, priced around 100000, with 2 stories <|endoftext|> location: San Antonio, TX; listing_type: for_rent; style: APARTMENT; beds: 2.0; full_baths: 2.0; sqft: 2034.0; year_built: 1955.0; list_price: 100000.0; stories: 2.0; parking_garage: nan; listing_type_NL: rent; style_NL: apartment
generate structured response: I'm looking to buy a single family in New York, NY with 3 bedrooms and 2 bathrooms, with at least 2676 square feet, with 1 stories <|endoftext|> location: New York, NY; listing_type: for_sale; style: SINGLE_FAMILY; beds: 3.0; full_baths: 2.0; sqft: 2676.0; year_built: nan; list_price: nan; stories: 1.0; parking_garage: nan; listing_type_NL: buy; style_NL: single family
generate structured response: I'm looking to buy a townhome in Los Angeles, CA with 3 bedrooms and 2 bathrooms, with at least 1054 square feet, built after 2005, with 1 stories <|endoftext|> location: Los Angeles, CA; listing_type: for_sale; style: TOWNHOMES; beds: 3.0; full_baths: 2.0; sqft: 1054.0; year_built: 2005.0; list_price: nan; stories: 1.0; parking_garage: nan; listing_type_NL: buy; style_NL: townhome
generate structured response: I'm looking to buy a apartment in San Diego, CA with 5 bedrooms and 2 bathrooms, with at least 1674 square feet, priced around 700000, with 2 stories, with parking for at least 0 cars <|endoftext|> location: San Diego, CA; listing_type: for_sale; style: APARTMENT; beds: 5.0; full_baths: 2.0; sqft: 1674.0; year_built: nan; list_price: 700000.0; stories: 2.0; parking_garage: 0.0; listing_type_NL: buy; style_NL: apartment
generate structured response: I'm looking to rent a townhome in San Antonio, TX with 5 bedrooms and 2 bathrooms, with at least 2692 square feet, built after 1968, priced around 150000, with 1 stories, with parking for at least 3 cars <|endoftext|> location: San Antonio, TX; listing_type: for_rent; style: TOWNHOMES; beds: 5.0; full_baths: 2.0; sqft: 2692.0; year_built: 1968.0; list_price: 150000.0; stories: 1.0; parking_garage: 3.0; listing_type_NL: rent; style_NL: townhome
generate structured response: I'm looking to rent a single family in San Antonio, TX with 2 bedrooms and 2 bathrooms, with at least 884 square feet, built after 1983, priced around 800000, with 1 stories, with parking for at least 2 cars <|endoftext|> location: San Antonio, TX; listing_type: for_rent; style: SINGLE_FAMILY; beds: 2.0; full_baths: 2.0; sqft: 884.0; year_built: 1983.0; list_price: 800000.0; stories: 1.0; parking_garage: 2.0; listing_type_NL: rent; style_NL: single family
generate structured response: I'm looking to buy a townhome in Phoenix, AZ with 1 bedrooms and 2 bathrooms, with at least 2695 square feet, built after 1976, priced around 700000, with parking for at least 0 cars <|endoftext|> location: Phoenix, AZ; listing_type: for_sale; style: TOWNHOMES; beds: 1.0; full_baths: 2.0; sqft: 2695.0; year_built: 1976.0; list_price: 700000.0; stories: nan; parking_garage: 0.0; listing_type_NL: buy; style_NL: townhome
generate structured response: I'm looking to buy a townhome in San Antonio, TX with 4 bedrooms and 3 bathrooms, with at least 1050 square feet, built after 1981, priced around 600000, with 2 stories <|endoftext|> location: San Antonio, TX; listing_type: for_sale; style: TOWNHOMES; beds: 4.0; full_baths: 3.0; sqft: 1050.0; year_built: 1981.0; list_price: 600000.0; stories: 2.0; parking_garage: nan; listing_type_NL: buy; style_NL: townhome
generate structured response: I'm looking to buy in San Diego, CA with 5 bedrooms and 1 bathrooms, with at least 2095 square feet, priced around 450000, with 1 stories <|endoftext|> location: San Diego, CA; listing_type: for_sale; style: OTHER; beds: 5.0; full_baths: 1.0; sqft: 2095.0; year_built: nan; list_price: 450000.0; stories: 1.0; parking_garage: nan; listing_type_NL: buy; style_NL: other
generate structured response: I'm looking to buy in San Diego, CA with 3 bedrooms and 2 bathrooms, with at least 1257 square feet, built after 2014, priced around 450000 <|endoftext|> location: San Diego, CA; listing_type: for_sale; style: OTHER; beds: 3.0; full_baths: 2.0; sqft: 1257.0; year_built: 2014.0; list_price: 450000.0; stories: nan; parking_garage: nan; listing_type_NL: buy; style_NL: other
generate structured response: I'm looking to rent a townhome in San Antonio, TX with 1 bedrooms and 3 bathrooms, with at least 920 square feet, built after 1961, priced around 450000 <|endoftext|> location: San Antonio, TX; listing_type: for_rent; style: TOWNHOMES; beds: 1.0; full_baths: 3.0; sqft: 920.0; year_built: 1961.0; list_price: 450000.0; stories: nan; parking_garage: nan; listing_type_NL: rent; style_NL: townhome
generate structured response: I'm looking to rent a single family in San Diego, CA with 3 bedrooms, with at least 1744 square feet, priced around 900000, with 3 stories, with parking for at least 1 cars <|endoftext|> location: San Diego, CA; listing_type: for_rent; style: SINGLE_FAMILY; beds: 3.0; full_baths: nan; sqft: 1744.0; year_built: nan; list_price: 900000.0; stories: 3.0; parking_garage: 1.0; listing_type_NL: rent; style_NL: single family
